timestamp,x_window,person,device
0 days 00:00:02.208000,0.020000001370000006,9,phone
0 days 00:00:02.234000,0.02190000137,9,phone
0 days 00:00:02.265000,0.021400001369999998,9,phone
0 days 00:00:02.268000,0.015100001169999995,9,phone
0 days 00:00:02.293000,0.02040000116999999,9,phone
0 days 00:00:02.326000,0.022600000999999995,9,phone
0 days 00:00:02.331000,0.014900001399999994,9,phone
0 days 00:00:02.386000,0.011800001399999992,9,phone
0 days 00:00:02.388000,0.016900001399999996,9,phone
0 days 00:00:02.390000,0.03380000129999999,9,phone
0 days 00:00:02.416000,0.0296000016,9,phone
0 days 00:00:02.477000,0.014700002629999993,9,phone
0 days 00:00:02.478000,0.01020000263,9,phone
0 days 00:00:02.480000,0.015600002629999998,9,phone
0 days 00:00:02.483000,0.01670000266,9,phone
0 days 00:00:02.535000,0.009400002660000002,9,phone
0 days 00:00:02.536000,-0.013599997340000001,9,phone
0 days 00:00:02.566000,-0.012699997539999999,9,phone
0 days 00:00:02.568000,-0.011999997540000003,9,phone
0 days 00:00:02.625000,-0.008199997540000005,9,phone
0 days 00:00:02.629000,-0.018299997140000003,9,phone
0 days 00:00:02.646000,-0.047699997140000006,9,phone
0 days 00:00:02.654000,-0.07549999714000001,9,phone
0 days 00:00:02.688000,-0.07379999713999999,9,phone
0 days 00:00:02.689000,-0.05339999853999999,9,phone
0 days 00:00:02.726000,-0.011899998540000003,9,phone
0 days 00:00:02.767000,-0.008499998539999993,9,phone
0 days 00:00:02.782000,-0.03269999863999998,9,phone
0 days 00:00:02.789000,-0.03949999823999999,9,phone
0 days 00:00:02.816000,-0.021899998279999985,9,phone
0 days 00:00:02.820000,-0.012499999279999993,9,phone
0 days 00:00:02.870000,-0.020699998879999987,9,phone
0 days 00:00:02.878000,-0.023099998879999986,9,phone
0 days 00:00:02.889000,-0.02589999867999999,9,phone
0 days 00:00:03.027000,-0.01699999868,9,phone
0 days 00:00:03.034000,-0.018399998879999994,9,phone
0 days 00:00:03.049000,-0.025699998879999998,9,phone
0 days 00:00:03.069000,-0.02289999907999999,9,phone
0 days 00:00:03.070000,-0.031599999079999996,9,phone
0 days 00:00:03.077000,-0.027299999080000005,9,phone
