timestamp,device,x_window,y_window,z_window,person
0 days 00:00:02.203000,Phone,0.0006000006399999991,0.0005999989499999997,-0.010999999100000006,8
0 days 00:00:02.205000,Phone,0.01649999964,0.00959999895,-0.007299999100000006,8
0 days 00:00:02.263000,Phone,0.02999999964,0.019299998950000005,-0.00869999904000001,8
0 days 00:00:02.273000,Phone,0.02159999961,0.01709999895,-0.01889999804,8
0 days 00:00:02.277000,Phone,0.022499999639999997,0.01589999895,-0.020099997979999996,8
0 days 00:00:02.295000,Phone,0.009900000639999997,0.01089999895,-0.030599997949999992,8
0 days 00:00:02.322000,Phone,0.013700000640000001,0.003599998950000002,-0.030299997949999987,8
0 days 00:00:02.325000,Phone,0.016100000439999998,0.005299998850000002,-0.03789999795,8
0 days 00:00:02.382000,Phone,0.015200000439999996,-0.004100001150000001,-0.029699997949999987,8
0 days 00:00:02.397000,Phone,0.01080000064,-0.00770000118,-0.023299997949999988,8
0 days 00:00:02.400000,Phone,0.009000000639999998,-0.011800001180000002,-0.01719999790999999,8
0 days 00:00:02.417000,Phone,0.016500000639999998,-0.009200001180000006,-0.012999997909999995,8
0 days 00:00:02.443000,Phone,0.02710000064,-0.010100001120000002,-0.013199997909999994,8
0 days 00:00:02.444000,Phone,0.026700000640000002,-0.0043000011200000025,-0.015799997909999995,8
0 days 00:00:02.472000,Phone,0.023800000640000003,-0.004300001119999997,-0.02229999790999999,8
0 days 00:00:02.542000,Phone,0.0179000006,-0.006700000960000004,-0.02459999791,8
0 days 00:00:02.547000,Phone,0.020600000400000006,-0.004700000959999999,-0.01629999790999999,8
0 days 00:00:02.551000,Phone,0.014800000399999997,-0.0047000009600000016,-0.012499997909999994,8
0 days 00:00:02.555000,Phone,0.0176000004,-0.0019000009599999968,-0.004599998909999987,8
0 days 00:00:02.585000,Phone,0.0131000005,-0.0027000008599999984,-0.005799998909999986,8
0 days 00:00:02.593000,Phone,0.007200000500000003,-0.007100000659999997,-0.005099998909999983,8
0 days 00:00:02.625000,Phone,0.007600000499999997,-0.010100000619999995,-0.006199998909999982,8
0 days 00:00:02.647000,Phone,0.0088000004,-0.0072000008199999965,-0.004299998909999989,8
0 days 00:00:02.652000,Phone,0.017800000399999995,-0.0072000008199999965,-0.0055999989099999896,8
0 days 00:00:02.687000,Phone,0.0256000004,-0.007500000819999998,-0.015499998910000005,8
