timestamp,y_window,person,device
0 days 00:00:04.170000,-0.12139999828,8,phone
0 days 00:00:04.193000,-0.14969999828,8,phone
0 days 00:00:04.223000,-0.17809999728,8,phone
0 days 00:00:04.224000,-0.21559999728,8,phone
0 days 00:00:04.285000,-0.24729999728000002,8,phone
0 days 00:00:04.288000,-0.28629999528,8,phone
0 days 00:00:04.292000,-0.30819999428,8,phone
0 days 00:00:04.314000,-0.32919999427999996,8,phone
0 days 00:00:04.344000,-0.34959999318,8,phone
0 days 00:00:04.349000,-0.35749999218,8,phone
0 days 00:00:04.372000,-0.36169999217999993,8,phone
0 days 00:00:04.403000,-0.36479999217999987,8,phone
0 days 00:00:04.406000,-0.3553999921799999,8,phone
0 days 00:00:04.463000,-0.30869999228,8,phone
0 days 00:00:04.466000,-0.23399999227999996,8,phone
0 days 00:00:04.471000,-0.13050000228000003,8,phone
0 days 00:00:04.492000,-0.03420000247999999,8,phone
0 days 00:00:04.522000,0.026299997520000017,8,phone
0 days 00:00:04.525000,0.06439999562000001,8,phone
0 days 00:00:04.553000,0.11809999561999998,8,phone
0 days 00:00:04.617000,0.07169999861999997,8,phone
0 days 00:00:04.622000,0.03879999842,8,phone
0 days 00:00:04.625000,0.04209999841999999,8,phone
0 days 00:00:04.632000,0.041899998620000004,8,phone
0 days 00:00:04.674000,0.023999998620000004,8,phone
0 days 00:00:04.675000,0.00489999861999999,8,phone
0 days 00:00:04.736000,0.009899998620000006,8,phone
0 days 00:00:04.744000,0.028599997619999984,8,phone
0 days 00:00:04.753000,0.047399997920000006,8,phone
0 days 00:00:04.795000,0.05679999791999998,8,phone
0 days 00:00:04.798000,0.049699997919999996,8,phone
0 days 00:00:04.799000,0.04279999791999997,8,phone
0 days 00:00:04.803000,0.04099999807999999,8,phone
0 days 00:00:04.854000,0.027699998079999996,8,phone
0 days 00:00:04.856000,0.036199997679999985,8,phone
0 days 00:00:04.915000,0.013999997679999997,8,phone
0 days 00:00:04.923000,0.01459999767999997,8,phone
0 days 00:00:04.924000,0.027999997679999986,8,phone
0 days 00:00:04.974000,0.05749999787999999,8,phone
0 days 00:00:04.976000,0.08569999687999998,8,phone
0 days 00:00:04.977000,-0.07679999312000003,8,phone
0 days 00:00:05.002000,-0.15479998972000003,8,phone
0 days 00:00:05.003000,-0.18059998872000002,8,phone
0 days 00:00:05.034000,-0.21789998772000005,8,phone
0 days 00:00:05.103000,-0.18769998772000002,8,phone
0 days 00:00:05.107000,-0.15729998772,8,phone
0 days 00:00:05.108000,-0.15159998772000002,8,phone
0 days 00:00:05.125000,-0.13889998872,8,phone
0 days 00:00:05.126000,-0.13469998912000003,8,phone
0 days 00:00:05.184000,-0.11149998911999998,8,phone
0 days 00:00:05.186000,-0.08849998911999997,8,phone
0 days 00:00:05.187000,-0.07649998932,8,phone
0 days 00:00:05.213000,-0.08449998902000001,8,phone
0 days 00:00:05.243000,-0.09559998901999997,8,phone
0 days 00:00:05.243000,-0.09469998901999999,8,phone
0 days 00:00:05.308000,-0.08129999002,8,phone
0 days 00:00:05.310000,-0.08189998992,8,phone
0 days 00:00:05.313000,-0.08949998951999999,8,phone
0 days 00:00:05.364000,-0.09379998952000002,8,phone
0 days 00:00:05.368000,-0.07279998952000002,8,phone
0 days 00:00:05.369000,-0.07349998952,8,phone
0 days 00:00:05.427000,-0.06459998992,8,phone
0 days 00:00:05.428000,-0.07589998992,8,phone
0 days 00:00:05.432000,-0.05109998992000002,8,phone
0 days 00:00:05.454000,-0.037099989920000014,8,phone
0 days 00:00:05.484000,-0.031099989920000022,8,phone
0 days 00:00:05.486000,-0.055299989919999994,8,phone
0 days 00:00:05.514000,-0.06969998992000001,8,phone
0 days 00:00:05.579000,-0.08779998992000002,8,phone
