timestamp,window,person,device
0 days 00:00:41.567000,0.0,3,Phone
0 days 00:00:41.628000,-0.005,3,Phone
0 days 00:00:41.634000,0.006666666666666665,3,Phone
0 days 00:00:41.635000,-0.0025000000000000005,3,Phone
0 days 00:00:41.638000,-3.4694469519536144e-19,3,Phone
0 days 00:00:41.670000,-0.003333333333333334,3,Phone
0 days 00:00:41.697000,-0.0028571428571428576,3,Phone
0 days 00:00:41.697000,-0.00125,3,Phone
0 days 00:00:41.728000,-0.005555555555555556,3,Phone
0 days 00:00:41.760000,0.003,3,Phone
0 days 00:00:41.761000,0.004545454545454546,3,Phone
0 days 00:00:41.786000,-0.000833333333333333,3,Phone
0 days 00:00:41.852000,-0.003846153846153846,3,Phone
0 days 00:00:41.853000,-0.004285714285714286,3,Phone
0 days 00:00:41.864000,0.0033333333333333335,3,Phone
0 days 00:00:41.866000,0.0012500000000000007,3,Phone
0 days 00:00:41.895000,0.0041176468823529416,3,Phone
0 days 00:00:41.941000,0.012777777611111112,3,Phone
0 days 00:00:41.944000,0.02736842089473684,3,Phone
0 days 00:00:41.946000,0.0284999997,3,Phone
0 days 00:00:41.997000,0.06047619019047619,3,Phone
0 days 00:00:41.997000,0.09681817927272726,3,Phone
0 days 00:00:41.999000,0.15391304104347825,3,Phone
0 days 00:00:42.026000,0.209583331,3,Phone
0 days 00:00:42.059000,0.23679999776,3,Phone
0 days 00:00:42.072000,0.25576922707692307,3,Phone
0 days 00:00:42.086000,0.262592589037037,3,Phone
0 days 00:00:42.115000,0.26749999585714285,3,Phone
0 days 00:00:42.118000,0.25275861668965516,3,Phone
0 days 00:00:42.146000,0.22933332946666665,3,Phone
0 days 00:00:42.176000,0.2029032220645161,3,Phone
0 days 00:00:42.178000,0.15937499949999998,3,Phone
0 days 00:00:42.237000,0.12303030254545452,3,Phone
0 days 00:00:42.241000,0.09470588188235292,3,Phone
0 days 00:00:42.243000,0.04771428525714284,3,Phone
0 days 00:00:42.299000,-0.003055556000000021,3,Phone
0 days 00:00:42.302000,-0.0037837842162162364,3,Phone
0 days 00:00:42.302000,0.009999999578947349,3,Phone
0 days 00:00:42.329000,-0.0020512819487179678,3,Phone
0 days 00:00:42.360000,-0.015999999900000013,3,Phone
0 days 00:00:42.366000,-0.02390243892682928,3,Phone
0 days 00:00:42.417000,-0.03904761823809525,3,Phone
0 days 00:00:42.421000,-0.05232558060465117,3,Phone
0 days 00:00:42.424000,-0.04318181740909091,3,Phone
0 days 00:00:42.477000,-0.015777779244444446,3,Phone
0 days 00:00:42.481000,-0.021956522739130437,3,Phone
0 days 00:00:42.482000,-0.013829788638297874,3,Phone
0 days 00:00:42.539000,-0.02020833470833333,3,Phone
0 days 00:00:42.540000,-0.02571428706122449,3,Phone
0 days 00:00:42.548000,-0.015200001319999998,3,Phone
0 days 00:00:42.566000,-0.012941177882352939,3,Phone
0 days 00:00:42.597000,-0.023461539846153845,3,Phone
0 days 00:00:42.598000,-0.019245284566037735,3,Phone
0 days 00:00:42.625000,-0.046296297814814806,3,Phone
0 days 00:00:42.656000,-0.042000001490909086,3,Phone
0 days 00:00:42.658000,-0.04857143003571428,3,Phone
0 days 00:00:42.717000,-0.05105263301754385,3,Phone
0 days 00:00:42.719000,-0.04913793244827585,3,Phone
0 days 00:00:42.719000,-0.04627118783050846,3,Phone
0 days 00:00:42.776000,-0.04833333469999999,3,Phone
0 days 00:00:42.780000,-0.04885246036065573,3,Phone
0 days 00:00:42.781000,-0.044677420677419345,3,Phone
0 days 00:00:42.807000,-0.0419047632063492,3,Phone
0 days 00:00:42.877000,-0.035468751281249995,3,Phone
0 days 00:00:42.878000,-0.028769232338461532,3,Phone
0 days 00:00:42.879000,-0.02393939548484848,3,Phone
0 days 00:00:42.887000,-0.012686569283582083,3,Phone
0 days 00:00:42.928000,-0.007058825617647054,3,Phone
0 days 00:00:42.929000,-0.006086958579710139,3,Phone
0 days 00:00:42.986000,0.00871428368571429,3,Phone
0 days 00:00:42.989000,0.0032394346197183147,3,Phone
0 days 00:00:42.992000,0.003472220250000003,3,Phone
0 days 00:00:43.015000,0.001506847369863017,3,Phone
0 days 00:00:43.018000,0.007972971054054057,3,Phone
0 days 00:00:43.048000,0.010666664773333336,3,Phone
0 days 00:00:43.077000,0.007368419184210529,3,Phone
0 days 00:00:43.078000,0.009350647506493509,3,Phone
0 days 00:00:43.141000,0.009230767410256413,3,Phone
0 days 00:00:43.166000,0.002784808329113927,3,Phone
0 days 00:00:43.166000,-0.005000001774999999,3,Phone
0 days 00:00:43.167000,0.005802467382716051,3,Phone
